"tag","class","text_preview","href"
"a","footer-links__link","Accesorios de Celulares",""
"li","footer-links__item","Accesorios y Adaptadores",""
"a","footer-links__link","Accesorios y Adaptadores",""
"li","footer-links__item","Almacenamiento Externo",""
"a","footer-links__link","Almacenamiento Externo",""
"li","footer-links__item","Audio",""
"a","footer-links__link","Audio",""
"li","footer-links__item","Combos de Actualización",""
"a","footer-links__link","Combos de Actualización",""
"li","footer-links__item","Estabilizadores y UPS",""
"a","footer-links__link","Estabilizadores y UPS",""
"li","footer-links__item","Impresión",""
"a","footer-links__link","Impresión",""
"li","footer-links__item","Monitores",""
"a","footer-links__link","Monitores",""
"div","footer-newsletter__text footer-newsletter__text--social","",""
"div","social-links footer-newsletter__social-links social-links--shape--circle","",""
"ul","social-links__list","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--facebook","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--instagram","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--google","",""
"div","mt-3 text-center","",""
"div","dataFiscal p-2","",""
"a","","",""
"img","img-responsive","",""
"div","p-2","",""
"a","","",""
"img","img-responsive","",""
"img","","",""
"div","site-footer__payments","",""
"img","","",""
"img","","",""
"div","totop","",""
"div","totop__body","",""
"div","totop__start","",""
"div","totop__container container","",""
"div","totop__end","",""
"button","totop__button","",""
"div","modal-dialog modal-dialog-centered modal-xl","",""
"div","modal-content","",""
"span","","Coolers Discos Mecánicos HDD Discos Sólidos SSD Fuentes Gabinetes Lectoras Memorias RAM DDR4 Memoria",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Componentes PC",""
"span","","Auriculares Celular;",""
"span","","Accesorios de Celulares",""
"span","","Discos Externos HDD Discos Externos SSD Memorias SD y MicroSD Pen Drive;",""
"span","","Almacenamiento Externo",""
"span","","Almacenamiento Externo",""
"span","","Almacenamiento Externo",""
"span","","Almacenamiento Externo",""
"span","","Auriculares PC Micrófonos Parlantes;",""
"span","","Audio",""
"span","","Audio",""
"span","","Audio",""
"span","","PC Diseño Gráfico PC Domésticas PC GAMER PC Oficina PC Programación;",""
"span","","PC Escritorio",""
"span","","PC Escritorio",""
"span","","PC Escritorio",""
"span","","PC Escritorio",""
"span","","PC Escritorio",""
"span","","Base p/ Notebook Joysticks Kit Mouse + Teclado Mouse PAD Mouses Redragon Teclados;",""
"span","","Periféricos",""
"span","","Periféricos",""
"span","","Periféricos",""
"span","","Periféricos",""
"span","","Periféricos",""
"span","","Periféricos",""
"span","","Periféricos",""
"div","dropcart dropcart--style--offcanvas","",""
"div","dropcart__backdrop","",""
"div","dropcart__body","",""
"div","dropcart__products-list","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","wa__btn_popup wow bounceInUp","",""
"div","wa__btn_popup_icon","",""
"div","wa__popup_avatar","",""
"img","","",""
"div","wa__member_status","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","animated infinite pulse","",""
"div","container","0",""
"button","indicator__button","",""
"span","indicator__area","",""
"img","","",""
"a","indicator__button cargarCarrito","0",""
"span","indicator__area","0",""
"span","indicator__value spanCarrito","0",""
"a","indicator__button btnLoginHeader","",""
"span","indicator__area","",""
"div","site-header__middle container","",""
"div","site-header__logo","",""
"a","","",""
"img","","",""
"div","social-links footer-newsletter__social-links social-links--shape--circle mt-0 ml-2","",""
"ul","social-links__list","",""
"li","social-links__item","",""
"a","social-links__link","",""
"li","social-links__item","",""
"a","social-links__link","",""
"li","social-links__item","",""
"a","social-links__link","",""
"li","social-links__item","",""
"a","social-links__link","",""
"a","","",""
"img","","",""
"div","departments__body","ALFOMBRAS
                                                            
                             ",""
"div","departments__links-wrapper","ALFOMBRAS
                                                            
                             ",""
"div","departments__submenus-container","",""
"ul","departments__links","ALFOMBRAS
                                                            
                             ",""
"li","departments__item mb-1 contenedorBuscador","",""
"span","","PARA CONSOLAS PS4-PS5-SWITCH-XBOX PARA PC;",""
"div","departments__submenu departments__submenu--type--menu","AURICULAR GAMER
                                                                                    ",""
"div","menu menu--layout--classic ","AURICULAR GAMER
                                                                                    ",""
"div","menu__submenus-container","",""
"ul","menu__list","AURICULAR GAMER
                                                                                    ",""
"span","","AURICULAR GAMER",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","PARA CONSOLAS PS4-PS5-SWITCH-XBOX",""
"span","","AURICULAR GAMER",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","PARA PC",""
"span","","CON CABLE INALAMBRICO;",""
"div","departments__submenu departments__submenu--type--menu","AURICULAR PARA CELULAR
                                                                             ",""
"div","menu menu--layout--classic ","AURICULAR PARA CELULAR
                                                                             ",""
"div","menu__submenus-container","",""
"ul","menu__list","AURICULAR PARA CELULAR
                                                                             ",""
"span","","AURICULAR PARA CELULAR",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","CON CABLE",""
"span","","AURICULAR PARA CELULAR",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","INALAMBRICO",""
"span","","POSA JOYSTICK VELADORES;",""
"div","departments__submenu departments__submenu--type--menu","CHICHES PARA TU SETUP
                                                                              ",""
"div","menu menu--layout--classic ","CHICHES PARA TU SETUP
                                                                              ",""
"div","menu__submenus-container","",""
"ul","menu__list","CHICHES PARA TU SETUP
                                                                              ",""
"span","","CHICHES PARA TU SETUP",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","POSA JOYSTICK",""
"span","","CHICHES PARA TU SETUP",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","VELADORES",""
"span","","COOLER - DISIPADOR DISCOS FUENTES GABINETES MEMORIAS RAM MOTHERBOARD PLACA DE VIDEO PROCESADOR;",""
"div","departments__submenu departments__submenu--type--menu","COMPONENTES PC
                                                                                    
",""
"div","menu menu--layout--classic ","COMPONENTES PC
                                                                                    
",""
"div","menu__submenus-container","",""
"ul","menu__list","COMPONENTES PC
                                                                                    
",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","COOLER - DISIPADOR",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","DISCOS",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","FUENTES",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","GABINETES",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","MEMORIAS RAM",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","MOTHERBOARD",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","PLACA DE VIDEO",""
"span","","COMPONENTES PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","PROCESADOR",""
"span","","GORRAS REMERAS;",""
"div","departments__submenu departments__submenu--type--menu","INDUMENTARIA
                                                                                    
  ",""
"div","menu menu--layout--classic ","INDUMENTARIA
                                                                                    
  ",""
"div","menu__submenus-container","",""
"ul","menu__list","INDUMENTARIA
                                                                                    
  ",""
"span","","INDUMENTARIA",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","GORRAS",""
"span","","INDUMENTARIA",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","REMERAS",""
"span","","MOUSE PAD;",""
"div","departments__submenu departments__submenu--type--menu","MOUSE
                                                                                    
         ",""
"div","menu menu--layout--classic ","MOUSE
                                                                                    
         ",""
"div","menu__submenus-container","",""
"ul","menu__list","MOUSE
                                                                                    
         ",""
"span","","MOUSE",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","MOUSE PAD",""
"span","","ACCESORIOS JUEGOS;",""
"div","departments__submenu departments__submenu--type--menu","NINTENDO
                                                                                    
      ",""
"div","menu menu--layout--classic ","NINTENDO
                                                                                    
      ",""
"div","menu__submenus-container","",""
"ul","menu__list","NINTENDO
                                                                                    
      ",""
"span","","NINTENDO",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","ACCESORIOS",""
"span","","NINTENDO",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","JUEGOS",""
"span","","MICROFONO PARLANTES;",""
"div","departments__submenu departments__submenu--type--menu","PERIFÉRICOS PC
                                                                                    
",""
"div","menu menu--layout--classic ","PERIFÉRICOS PC
                                                                                    
",""
"div","menu__submenus-container","",""
"ul","menu__list","PERIFÉRICOS PC
                                                                                    
",""
"span","","PERIFÉRICOS PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","MICROFONO",""
"span","","PERIFÉRICOS PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","PARLANTES",""
"span","","ACCESORIOS CONSOLA JUEGOS FISICOS SELLADOS JUEGOS SEMI NUEVOS;",""
"div","departments__submenu departments__submenu--type--menu","PS4
                                                                                    
           ",""
"div","menu menu--layout--classic ","PS4
                                                                                    
           ",""
"div","menu__submenus-container","",""
"ul","menu__list","PS4
                                                                                    
           ",""
"span","","PS4",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","ACCESORIOS",""
"span","","PS4",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","CONSOLA",""
"span","","PS4",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","JUEGOS FISICOS SELLADOS",""
"span","","PS4",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","JUEGOS SEMI NUEVOS",""
"span","","ACCESORIOS CONSOLA JUEGOS FISICOS;",""
"div","departments__submenu departments__submenu--type--menu","PS5
                                                                                    
           ",""
"div","menu menu--layout--classic ","PS5
                                                                                    
           ",""
"div","menu__submenus-container","",""
"ul","menu__list","PS5
                                                                                    
           ",""
"span","","PS5",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","ACCESORIOS",""
"span","","PS5",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","CONSOLA",""
"span","","PS5",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","JUEGOS FISICOS",""
"div","indicator","0",""
"a","indicator__button cargarCarrito","0",""
"span","indicator__area","0",""
"span","indicator__value spanCarrito","0",""
"div","indicator indicator--trigger--click","",""
"a","indicator__button btnLoginHeader","",""
"span","indicator__area","",""
"li","breadcrumb-item active","COMPONENTES PC",""
"div","","",""
"div","view-options__layout ocultarMayorista","",""
"div","layout-switcher","",""
"button","layout-switcher__button
                                                default","",""
"button","layout-switcher__button
                                                ","",""
"button","layout-switcher__button
                                                ","",""
"div","","Defecto
                                        Alfabetico (A-Z)
                                   ",""
"div","","",""
"div","products-view__list products-list","",""
"div","products-list__body","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","modal-dialog modal-lg modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","","",""
"div","block-features__icon","",""
"div","block-features__divider","",""
"div","block-features__icon","",""
"div","block-features__divider","",""
"div","block-features__icon","",""
"div","bg-section img-pattern","",""
"img","mb-2","",""
"h5","footer-contacts__title","Epocas Videogames",""
"li","footer-direccion","Boulevard 5 de Junio 934 Maquinista Savio partido de Escobar",""
"ul","footer-links__list","ALFOMBRAS
                                ALMACENAMIENTO
                                AURICULAR G",""
"li","footer-links__item","ALFOMBRAS",""
"a","footer-links__link","ALFOMBRAS",""
"li","footer-links__item","ALMACENAMIENTO",""
"a","footer-links__link","ALMACENAMIENTO",""
"li","footer-links__item","AURICULAR GAMER",""
"a","footer-links__link","AURICULAR GAMER",""
"li","footer-links__item","AURICULAR PARA CELULAR",""
"a","footer-links__link","AURICULAR PARA CELULAR",""
"li","footer-links__item","CABLES-CARGADORES",""
"a","footer-links__link","CABLES-CARGADORES",""
"li","footer-links__item","CHICHES PARA TU SETUP",""
"a","footer-links__link","CHICHES PARA TU SETUP",""
"li","footer-links__item","COMPONENTES PC",""
"a","footer-links__link","COMPONENTES PC",""
"li","footer-links__item","CONECTIVIDAD",""
"a","footer-links__link","CONECTIVIDAD",""
"li","footer-links__item","CONSOLAS",""
"a","footer-links__link","CONSOLAS",""
"li","footer-links__item","CONSOLAS RETRO",""
"a","footer-links__link","CONSOLAS RETRO",""
"div","footer-newsletter__text footer-newsletter__text--social","",""
"div","social-links footer-newsletter__social-links social-links--shape--circle","",""
"ul","social-links__list","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--facebook","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--instagram","",""
"li","social-links__item","",""
"a","social-links__link social-links__link--type--instagram","",""
"div","mt-3 text-center","",""
"img","","",""
"div","site-footer__payments","",""
"img","","",""
"div","totop","",""
"div","totop__body","",""
"div","totop__start","",""
"div","totop__container container","",""
"div","totop__end","",""
"button","totop__button","",""
"div","modal-dialog modal-dialog-centered modal-xl","",""
"div","modal-content","",""
"span","","PARA CONSOLAS PS4-PS5-SWITCH-XBOX PARA PC;",""
"span","","AURICULAR GAMER",""
"span","","AURICULAR GAMER",""
"span","","CON CABLE INALAMBRICO;",""
"span","","AURICULAR PARA CELULAR",""
"span","","AURICULAR PARA CELULAR",""
"span","","POSA JOYSTICK VELADORES;",""
"span","","CHICHES PARA TU SETUP",""
"span","","CHICHES PARA TU SETUP",""
"span","","COOLER - DISIPADOR DISCOS FUENTES GABINETES MEMORIAS RAM MOTHERBOARD PLACA DE VIDEO PROCESADOR;",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","COMPONENTES PC",""
"span","","GORRAS REMERAS;",""
"span","","INDUMENTARIA",""
"span","","INDUMENTARIA",""
"span","","MOUSE PAD;",""
"span","","MOUSE",""
"span","","ACCESORIOS JUEGOS;",""
"span","","NINTENDO",""
"span","","NINTENDO",""
"span","","MICROFONO PARLANTES;",""
"span","","PERIFÉRICOS PC",""
"span","","PERIFÉRICOS PC",""
"span","","ACCESORIOS CONSOLA JUEGOS FISICOS SELLADOS JUEGOS SEMI NUEVOS;",""
"span","","PS4",""
"span","","PS4",""
"span","","PS4",""
"span","","PS4",""
"span","","ACCESORIOS CONSOLA JUEGOS FISICOS;",""
"span","","PS5",""
"span","","PS5",""
"span","","PS5",""
"div","dropcart dropcart--style--offcanvas","",""
"div","dropcart__backdrop","",""
"div","dropcart__body","",""
"div","dropcart__products-list","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","dropcart__product","",""
"div","ph-item mb-0","",""
"div","ph-col-2","",""
"div","ph-avatar","",""
"div","","",""
"div","ph-row","",""
"div","ph-col-12","",""
"div","ph-col-12","",""
"div","ph-col-2","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","modal-dialog modal-dialog-centered","",""
"div","modal-content","",""
"div","quickview","",""
"div","row","",""
"div","col-md-12","",""
"div","","",""
"div","wa__btn_popup wow bounceInUp","",""
"div","wa__btn_popup_icon","",""
"div","wa__popup_avatar","",""
"img","","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","notyf","",""
"div","notyf-announcer","",""
"div","animated infinite pulse","",""
"div","container","0",""
"button","indicator__button","",""
"span","indicator__area","",""
"img","","",""
"a","indicator__button cargarCarrito","0",""
"span","indicator__area","0",""
"span","indicator__value spanCarrito","0",""
"a","indicator__button btnLoginHeader","",""
"span","indicator__area","",""
"div","site-header__middle container","",""
"div","site-header__logo","",""
"a","","",""
"img","","",""
"div","social-links footer-newsletter__social-links social-links--shape--circle mt-0 ml-2","",""
"ul","social-links__list","",""
"li","social-links__item","",""
"a","social-links__link","",""
"li","social-links__item","",""
"a","social-links__link","",""
"li","social-links__item","",""
"a","social-links__link","",""
"a","","",""
"img","","",""
"div","departments__submenus-container","",""
"li","departments__item mb-1 contenedorBuscador","",""
"div","menu__submenus-container","",""
"span","","Accesorios",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Almacenamiento",""
"span","","Accesorios",""
"div","menu__item-submenu-offset","",""
"span","","Accesorios",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Convertidores TV",""
"span","","Accesorios",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Estabilizadores y UPS",""
"span","","Accesorios",""
"div","menu__item-submenu-offset","",""
"span","","Smartphones Tablets y Tabletas Digitalizadoras;",""
"div","departments__submenu departments__submenu--type--menu","Celulares y Tablets
                                                                                ",""
"div","menu menu--layout--classic ","Celulares y Tablets
                                                                                ",""
"div","menu__submenus-container","",""
"ul","menu__list","Celulares y Tablets
                                                                                ",""
"span","","Celulares y Tablets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Smartphones",""
"span","","Celulares y Tablets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Tablets y Tabletas Digitalizadoras",""
"span","","Coolers, Disipadores y Pastas Térmicas Discos Rígidos HDD Discos Sólidos SSD Fuentes Gabinetes Memor",""
"div","departments__submenu departments__submenu--type--menu","Componentes de PC
                                                                                  ",""
"div","menu menu--layout--classic ","Componentes de PC
                                                                                  ",""
"div","menu__submenus-container","",""
"ul","menu__list","Componentes de PC
                                                                                  ",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Coolers, Disipadores y Pastas Térmicas",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Discos Rígidos HDD",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Discos Sólidos SSD",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Fuentes",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Gabinetes",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Memorias RAM",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Microprocesadores",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Motherboards",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Placas de Video",""
"span","","Mini PC PC Gamers;",""
"div","departments__submenu departments__submenu--type--menu","PC Armadas
                                                                                    
    ",""
"div","menu menu--layout--classic ","PC Armadas
                                                                                    
    ",""
"div","menu__submenus-container","",""
"ul","menu__list","PC Armadas
                                                                                    
    ",""
